NAME,B01003_001E,state,county,tract,block group
"Block Group 5, Census Tract 204.28, Cataño Municipio, Puerto Rico",566,72,033,020428,5
"Block Group 2, Census Tract 205, Cataño Municipio, Puerto Rico",1110,72,033,020500,2
"Block Group 3, Census Tract 205, Cataño Municipio, Puerto Rico",1250,72,033,020500,3
"Block Group 1, Census Tract 9800.02, Cataño Municipio, Puerto Rico",0,72,033,980002,1
"Block Group 1, Census Tract 9800.03, Cataño Municipio, Puerto Rico",37,72,033,980003,1
"Block Group 1, Census Tract 9800.04, Cataño Municipio, Puerto Rico",0,72,033,980004,1
"Block Group 1, Census Tract 9800.06, Cataño Municipio, Puerto Rico",0,72,033,980006,1
"Block Group 1, Census Tract 9800.07, Cataño Municipio, Puerto Rico",0,72,033,980007,1
"Block Group 1, Census Tract 2601, Cayey Municipio, Puerto Rico",1234,72,035,260100,1
"Block Group 2, Census Tract 2601, Cayey Municipio, Puerto Rico",1599,72,035,260100,2
"Block Group 4, Census Tract 2601, Cayey Municipio, Puerto Rico",3060,72,035,260100,4
"Block Group 5, Census Tract 2601, Cayey Municipio, Puerto Rico",2301,72,035,260100,5
"Block Group 2, Census Tract 2602.01, Cayey Municipio, Puerto Rico",1281,72,035,260201,2
"Block Group 1, Census Tract 2602.02, Cayey Municipio, Puerto Rico",2695,72,035,260202,1
"Block Group 1, Census Tract 2603, Cayey Municipio, Puerto Rico",1246,72,035,260300,1
"Block Group 2, Census Tract 2603, Cayey Municipio, Puerto Rico",1869,72,035,260300,2
"Block Group 2, Census Tract 2604, Cayey Municipio, Puerto Rico",2181,72,035,260400,2
"Block Group 2, Census Tract 2605, Cayey Municipio, Puerto Rico",1402,72,035,260500,2
"Block Group 3, Census Tract 2605, Cayey Municipio, Puerto Rico",715,72,035,260500,3
"Block Group 1, Census Tract 2606, Cayey Municipio, Puerto Rico",603,72,035,260600,1
"Block Group 2, Census Tract 2606, Cayey Municipio, Puerto Rico",1424,72,035,260600,2
"Block Group 3, Census Tract 2606, Cayey Municipio, Puerto Rico",360,72,035,260600,3
"Block Group 1, Census Tract 2607, Cayey Municipio, Puerto Rico",655,72,035,260700,1
"Block Group 2, Census Tract 2607, Cayey Municipio, Puerto Rico",1071,72,035,260700,2
"Block Group 3, Census Tract 2607, Cayey Municipio, Puerto Rico",840,72,035,260700,3
"Block Group 1, Census Tract 2608, Cayey Municipio, Puerto Rico",1052,72,035,260800,1
"Block Group 2, Census Tract 2608, Cayey Municipio, Puerto Rico",771,72,035,260800,2
"Block Group 3, Census Tract 2608, Cayey Municipio, Puerto Rico",826,72,035,260800,3
"Block Group 1, Census Tract 2609.01, Cayey Municipio, Puerto Rico",1214,72,035,260901,1
"Block Group 2, Census Tract 2609.01, Cayey Municipio, Puerto Rico",2696,72,035,260901,2
"Block Group 1, Census Tract 2609.02, Cayey Municipio, Puerto Rico",2007,72,035,260902,1
"Block Group 2, Census Tract 2609.02, Cayey Municipio, Puerto Rico",2495,72,035,260902,2
"Block Group 1, Census Tract 1602.01, Ceiba Municipio, Puerto Rico",2820,72,037,160201,1
"Block Group 2, Census Tract 1602.01, Ceiba Municipio, Puerto Rico",602,72,037,160201,2
"Block Group 1, Census Tract 1602.02, Ceiba Municipio, Puerto Rico",1042,72,037,160202,1
"Block Group 2, Census Tract 1602.02, Ceiba Municipio, Puerto Rico",962,72,037,160202,2
"Block Group 3, Census Tract 701, Ponce Municipio, Puerto Rico",843,72,113,070100,3
"Block Group 1, Census Tract 702.01, Ponce Municipio, Puerto Rico",1723,72,113,070201,1
"Block Group 1, Census Tract 702.02, Ponce Municipio, Puerto Rico",707,72,113,070202,1
"Block Group 2, Census Tract 702.02, Ponce Municipio, Puerto Rico",489,72,113,070202,2
"Block Group 2, Census Tract 703, Ponce Municipio, Puerto Rico",771,72,113,070300,2
"Block Group 3, Census Tract 703, Ponce Municipio, Puerto Rico",493,72,113,070300,3
"Block Group 2, Census Tract 704, Ponce Municipio, Puerto Rico",931,72,113,070400,2
"Block Group 1, Census Tract 705.02, Ponce Municipio, Puerto Rico",1161,72,113,070502,1
"Block Group 3, Census Tract 705.02, Ponce Municipio, Puerto Rico",1427,72,113,070502,3
"Block Group 1, Census Tract 705.03, Ponce Municipio, Puerto Rico",514,72,113,070503,1
"Block Group 2, Census Tract 705.03, Ponce Municipio, Puerto Rico",1896,72,113,070503,2
"Block Group 3, Census Tract 705.03, Ponce Municipio, Puerto Rico",1279,72,113,070503,3
"Block Group 1, Census Tract 705.13, Ponce Municipio, Puerto Rico",1081,72,113,070513,1
"Block Group 2, Census Tract 705.13, Ponce Municipio, Puerto Rico",1673,72,113,070513,2
"Block Group 1, Census Tract 705.14, Ponce Municipio, Puerto Rico",1544,72,113,070514,1
"Block Group 2, Census Tract 705.14, Ponce Municipio, Puerto Rico",869,72,113,070514,2
"Block Group 1, Census Tract 705.22, Ponce Municipio, Puerto Rico",878,72,113,070522,1
"Block Group 2, Census Tract 705.22, Ponce Municipio, Puerto Rico",1057,72,113,070522,2
"Block Group 1, Census Tract 708, Ponce Municipio, Puerto Rico",410,72,113,070800,1
"Block Group 2, Census Tract 708, Ponce Municipio, Puerto Rico",819,72,113,070800,2
"Block Group 1, Census Tract 709, Ponce Municipio, Puerto Rico",881,72,113,070900,1
"Block Group 2, Census Tract 709, Ponce Municipio, Puerto Rico",922,72,113,070900,2
"Block Group 1, Census Tract 710, Ponce Municipio, Puerto Rico",435,72,113,071000,1
"Block Group 1, Census Tract 712, Ponce Municipio, Puerto Rico",890,72,113,071200,1
"Block Group 2, Census Tract 712, Ponce Municipio, Puerto Rico",954,72,113,071200,2
"Block Group 1, Census Tract 713, Ponce Municipio, Puerto Rico",701,72,113,071300,1
"Block Group 2, Census Tract 713, Ponce Municipio, Puerto Rico",1268,72,113,071300,2
"Block Group 4, Census Tract 713, Ponce Municipio, Puerto Rico",929,72,113,071300,4
"Block Group 1, Census Tract 714.01, Ponce Municipio, Puerto Rico",853,72,113,071401,1
"Block Group 1, Census Tract 714.02, Ponce Municipio, Puerto Rico",1394,72,113,071402,1
"Block Group 2, Census Tract 714.02, Ponce Municipio, Puerto Rico",989,72,113,071402,2
"Block Group 1, Census Tract 715, Ponce Municipio, Puerto Rico",432,72,113,071500,1
"Block Group 2, Census Tract 715, Ponce Municipio, Puerto Rico",1084,72,113,071500,2
"Block Group 1, Census Tract 716.01, Ponce Municipio, Puerto Rico",616,72,113,071601,1
"Block Group 2, Census Tract 716.01, Ponce Municipio, Puerto Rico",1087,72,113,071601,2
"Block Group 1, Census Tract 716.02, Ponce Municipio, Puerto Rico",758,72,113,071602,1
"Block Group 2, Census Tract 716.02, Ponce Municipio, Puerto Rico",509,72,113,071602,2
"Block Group 4, Census Tract 716.02, Ponce Municipio, Puerto Rico",797,72,113,071602,4
"Block Group 1, Census Tract 717, Ponce Municipio, Puerto Rico",654,72,113,071700,1
"Block Group 1, Census Tract 718, Ponce Municipio, Puerto Rico",405,72,113,071800,1
"Block Group 0, Census Tract 9900, Vega Alta Municipio, Puerto Rico",0,72,143,990000,0
"Block Group 1, Census Tract 5601, Vega Baja Municipio, Puerto Rico",999,72,145,560100,1
"Block Group 2, Census Tract 5601, Vega Baja Municipio, Puerto Rico",1253,72,145,560100,2
"Block Group 3, Census Tract 5601, Vega Baja Municipio, Puerto Rico",1453,72,145,560100,3
"Block Group 1, Census Tract 5602.01, Vega Baja Municipio, Puerto Rico",1977,72,145,560201,1
"Block Group 2, Census Tract 5602.01, Vega Baja Municipio, Puerto Rico",1039,72,145,560201,2
"Block Group 3, Census Tract 5602.01, Vega Baja Municipio, Puerto Rico",825,72,145,560201,3
"Block Group 1, Census Tract 5602.04, Vega Baja Municipio, Puerto Rico",1313,72,145,560204,1
"Block Group 2, Census Tract 5602.04, Vega Baja Municipio, Puerto Rico",2106,72,145,560204,2
"Block Group 1, Census Tract 5603, Vega Baja Municipio, Puerto Rico",1260,72,145,560300,1
"Block Group 2, Census Tract 5603, Vega Baja Municipio, Puerto Rico",712,72,145,560300,2
"Block Group 1, Census Tract 5604.01, Vega Baja Municipio, Puerto Rico",2181,72,145,560401,1
"Block Group 2, Census Tract 5604.01, Vega Baja Municipio, Puerto Rico",1071,72,145,560401,2
"Block Group 2, Census Tract 5604.02, Vega Baja Municipio, Puerto Rico",1953,72,145,560402,2
"Block Group 3, Census Tract 5604.02, Vega Baja Municipio, Puerto Rico",1334,72,145,560402,3
"Block Group 2, Census Tract 5605, Vega Baja Municipio, Puerto Rico",981,72,145,560500,2
"Block Group 1, Census Tract 5606, Vega Baja Municipio, Puerto Rico",2300,72,145,560600,1
"Block Group 3, Census Tract 5606, Vega Baja Municipio, Puerto Rico",2276,72,145,560600,3
"Block Group 1, Census Tract 5607.01, Vega Baja Municipio, Puerto Rico",1318,72,145,560701,1
"Block Group 3, Census Tract 5607.01, Vega Baja Municipio, Puerto Rico",1437,72,145,560701,3
"Block Group 1, Census Tract 5607.02, Vega Baja Municipio, Puerto Rico",2468,72,145,560702,1
"Block Group 3, Census Tract 5607.02, Vega Baja Municipio, Puerto Rico",1381,72,145,560702,3
"Block Group 1, Census Tract 5608.01, Vega Baja Municipio, Puerto Rico",1601,72,145,560801,1
"Block Group 1, Census Tract 5608.02, Vega Baja Municipio, Puerto Rico",695,72,145,560802,1
"Block Group 2, Census Tract 5608.02, Vega Baja Municipio, Puerto Rico",2462,72,145,560802,2
"Block Group 2, Census Tract 5609, Vega Baja Municipio, Puerto Rico",2289,72,145,560900,2
"Block Group 3, Census Tract 5609, Vega Baja Municipio, Puerto Rico",889,72,145,560900,3
"Block Group 1, Census Tract 9505, Vieques Municipio, Puerto Rico",686,72,147,950500,1
"Block Group 2, Census Tract 9505, Vieques Municipio, Puerto Rico",929,72,147,950500,2
"Block Group 1, Census Tract 9506, Vieques Municipio, Puerto Rico",722,72,147,950600,1
"Block Group 2, Census Tract 9506, Vieques Municipio, Puerto Rico",1329,72,147,950600,2
"Block Group 0, Census Tract 9900, Vieques Municipio, Puerto Rico",0,72,147,990000,0
"Block Group 1, Census Tract 7201, Villalba Municipio, Puerto Rico",937,72,149,720100,1
"Block Group 3, Census Tract 7201, Villalba Municipio, Puerto Rico",1214,72,149,720100,3
"Block Group 4, Census Tract 7201, Villalba Municipio, Puerto Rico",1482,72,149,720100,4
"Block Group 2, Census Tract 7203, Villalba Municipio, Puerto Rico",978,72,149,720300,2
"Block Group 3, Census Tract 7203, Villalba Municipio, Puerto Rico",1643,72,149,720300,3
"Block Group 4, Census Tract 7203, Villalba Municipio, Puerto Rico",1209,72,149,720300,4
"Block Group 1, Census Tract 7204, Villalba Municipio, Puerto Rico",540,72,149,720400,1
"Block Group 1, Census Tract 1604, Ceiba Municipio, Puerto Rico",0,72,037,160400,1
"Block Group 2, Census Tract 1604, Ceiba Municipio, Puerto Rico",1413,72,037,160400,2
"Block Group 4, Census Tract 1604, Ceiba Municipio, Puerto Rico",1323,72,037,160400,4
"Block Group 5, Census Tract 1604, Ceiba Municipio, Puerto Rico",0,72,037,160400,5
"Block Group 7, Census Tract 1604, Ceiba Municipio, Puerto Rico",3,72,037,160400,7
"Block Group 1, Census Tract 9556, Ciales Municipio, Puerto Rico",1006,72,039,955600,1
"Block Group 2, Census Tract 9556, Ciales Municipio, Puerto Rico",2540,72,039,955600,2
"Block Group 1, Census Tract 9557, Ciales Municipio, Puerto Rico",1197,72,039,955700,1
"Block Group 2, Census Tract 9557, Ciales Municipio, Puerto Rico",556,72,039,955700,2
"Block Group 1, Census Tract 9558, Ciales Municipio, Puerto Rico",1031,72,039,955800,1
"Block Group 2, Census Tract 9558, Ciales Municipio, Puerto Rico",2329,72,039,955800,2
"Block Group 1, Census Tract 9559, Ciales Municipio, Puerto Rico",1018,72,039,955900,1
"Block Group 2, Census Tract 9559, Ciales Municipio, Puerto Rico",3078,72,039,955900,2
"Block Group 2, Census Tract 2401.01, Cidra Municipio, Puerto Rico",2400,72,041,240101,2
"Block Group 3, Census Tract 2401.01, Cidra Municipio, Puerto Rico",1487,72,041,240101,3
"Block Group 2, Census Tract 2401.02, Cidra Municipio, Puerto Rico",1656,72,041,240102,2
"Block Group 1, Census Tract 2402.01, Cidra Municipio, Puerto Rico",1958,72,041,240201,1
"Block Group 1, Census Tract 2402.02, Cidra Municipio, Puerto Rico",2878,72,041,240202,1
"Block Group 2, Census Tract 2402.02, Cidra Municipio, Puerto Rico",1401,72,041,240202,2
"Block Group 2, Census Tract 2403, Cidra Municipio, Puerto Rico",875,72,041,240300,2
"Block Group 1, Census Tract 2404.01, Cidra Municipio, Puerto Rico",1352,72,041,240401,1
"Block Group 1, Census Tract 2404.02, Cidra Municipio, Puerto Rico",1286,72,041,240402,1
"Block Group 2, Census Tract 2404.02, Cidra Municipio, Puerto Rico",949,72,041,240402,2
"Block Group 2, Census Tract 2405, Cidra Municipio, Puerto Rico",1498,72,041,240500,2
"Block Group 3, Census Tract 2405, Cidra Municipio, Puerto Rico",848,72,041,240500,3
"Block Group 2, Census Tract 2406.01, Cidra Municipio, Puerto Rico",2129,72,041,240601,2
"Block Group 1, Census Tract 2406.02, Cidra Municipio, Puerto Rico",1697,72,041,240602,1
"Block Group 2, Census Tract 2406.02, Cidra Municipio, Puerto Rico",1982,72,041,240602,2
"Block Group 1, Census Tract 9539, Coamo Municipio, Puerto Rico",869,72,043,953900,1
"Block Group 2, Census Tract 9539, Coamo Municipio, Puerto Rico",2062,72,043,953900,2
"Block Group 1, Census Tract 9540, Coamo Municipio, Puerto Rico",1313,72,043,954000,1
"Block Group 2, Census Tract 9540, Coamo Municipio, Puerto Rico",1576,72,043,954000,2
"Block Group 1, Census Tract 9541, Coamo Municipio, Puerto Rico",729,72,043,954100,1
"Block Group 2, Census Tract 9541, Coamo Municipio, Puerto Rico",1406,72,043,954100,2
"Block Group 1, Census Tract 9542, Coamo Municipio, Puerto Rico",2900,72,043,954200,1
"Block Group 2, Census Tract 9542, Coamo Municipio, Puerto Rico",1764,72,043,954200,2
"Block Group 3, Census Tract 9542, Coamo Municipio, Puerto Rico",1734,72,043,954200,3
"Block Group 1, Census Tract 9543, Coamo Municipio, Puerto Rico",787,72,043,954300,1
"Block Group 2, Census Tract 9543, Coamo Municipio, Puerto Rico",1162,72,043,954300,2
"Block Group 2, Census Tract 9544, Coamo Municipio, Puerto Rico",562,72,043,954400,2
"Block Group 2, Census Tract 718, Ponce Municipio, Puerto Rico",849,72,113,071800,2
"Block Group 1, Census Tract 719, Ponce Municipio, Puerto Rico",674,72,113,071900,1
"Block Group 2, Census Tract 719, Ponce Municipio, Puerto Rico",845,72,113,071900,2
"Block Group 4, Census Tract 719, Ponce Municipio, Puerto Rico",888,72,113,071900,4
"Block Group 5, Census Tract 719, Ponce Municipio, Puerto Rico",1070,72,113,071900,5
"Block Group 2, Census Tract 720, Ponce Municipio, Puerto Rico",833,72,113,072000,2
"Block Group 1, Census Tract 721.01, Ponce Municipio, Puerto Rico",657,72,113,072101,1
"Block Group 1, Census Tract 721.02, Ponce Municipio, Puerto Rico",746,72,113,072102,1
"Block Group 2, Census Tract 721.02, Ponce Municipio, Puerto Rico",1163,72,113,072102,2
"Block Group 4, Census Tract 721.02, Ponce Municipio, Puerto Rico",873,72,113,072102,4
"Block Group 1, Census Tract 722.01, Ponce Municipio, Puerto Rico",1139,72,113,072201,1
"Block Group 2, Census Tract 722.01, Ponce Municipio, Puerto Rico",1140,72,113,072201,2
"Block Group 3, Census Tract 722.01, Ponce Municipio, Puerto Rico",1285,72,113,072201,3
"Block Group 1, Census Tract 722.02, Ponce Municipio, Puerto Rico",962,72,113,072202,1
"Block Group 2, Census Tract 722.02, Ponce Municipio, Puerto Rico",646,72,113,072202,2
"Block Group 3, Census Tract 722.02, Ponce Municipio, Puerto Rico",601,72,113,072202,3
"Block Group 4, Census Tract 722.02, Ponce Municipio, Puerto Rico",795,72,113,072202,4
"Block Group 5, Census Tract 722.02, Ponce Municipio, Puerto Rico",1128,72,113,072202,5
"Block Group 1, Census Tract 723, Ponce Municipio, Puerto Rico",1123,72,113,072300,1
"Block Group 1, Census Tract 724, Ponce Municipio, Puerto Rico",732,72,113,072400,1
"Block Group 2, Census Tract 724, Ponce Municipio, Puerto Rico",767,72,113,072400,2
"Block Group 3, Census Tract 724, Ponce Municipio, Puerto Rico",849,72,113,072400,3
"Block Group 4, Census Tract 724, Ponce Municipio, Puerto Rico",1302,72,113,072400,4
"Block Group 5, Census Tract 724, Ponce Municipio, Puerto Rico",2384,72,113,072400,5
"Block Group 1, Census Tract 725, Ponce Municipio, Puerto Rico",2444,72,113,072500,1
"Block Group 3, Census Tract 725, Ponce Municipio, Puerto Rico",2270,72,113,072500,3
"Block Group 1, Census Tract 726, Ponce Municipio, Puerto Rico",931,72,113,072600,1
"Block Group 3, Census Tract 726, Ponce Municipio, Puerto Rico",1086,72,113,072600,3
"Block Group 1, Census Tract 727.01, Ponce Municipio, Puerto Rico",2066,72,113,072701,1
"Block Group 1, Census Tract 727.03, Ponce Municipio, Puerto Rico",545,72,113,072703,1
"Block Group 2, Census Tract 727.03, Ponce Municipio, Puerto Rico",1356,72,113,072703,2
"Block Group 4, Census Tract 727.03, Ponce Municipio, Puerto Rico",1210,72,113,072703,4
"Block Group 1, Census Tract 727.04, Ponce Municipio, Puerto Rico",2748,72,113,072704,1
"Block Group 2, Census Tract 729, Ponce Municipio, Puerto Rico",2144,72,113,072900,2
"Block Group 3, Census Tract 729, Ponce Municipio, Puerto Rico",1560,72,113,072900,3
"Block Group 1, Census Tract 730.01, Ponce Municipio, Puerto Rico",779,72,113,073001,1
"Block Group 2, Census Tract 730.01, Ponce Municipio, Puerto Rico",922,72,113,073001,2
"Block Group 1, Census Tract 730.02, Ponce Municipio, Puerto Rico",1000,72,113,073002,1
"Block Group 2, Census Tract 730.02, Ponce Municipio, Puerto Rico",1151,72,113,073002,2
"Block Group 1, Census Tract 730.03, Ponce Municipio, Puerto Rico",2175,72,113,073003,1
"Block Group 2, Census Tract 7204, Villalba Municipio, Puerto Rico",955,72,149,720400,2
"Block Group 1, Census Tract 7205.02, Villalba Municipio, Puerto Rico",765,72,149,720502,1
"Block Group 2, Census Tract 7205.02, Villalba Municipio, Puerto Rico",526,72,149,720502,2
"Block Group 3, Census Tract 7205.02, Villalba Municipio, Puerto Rico",1328,72,149,720502,3
"Block Group 1, Census Tract 7205.03, Villalba Municipio, Puerto Rico",1633,72,149,720503,1
"Block Group 2, Census Tract 7205.03, Villalba Municipio, Puerto Rico",3215,72,149,720503,2
"Block Group 1, Census Tract 7205.04, Villalba Municipio, Puerto Rico",3016,72,149,720504,1
"Block Group 2, Census Tract 7205.04, Villalba Municipio, Puerto Rico",672,72,149,720504,2
"Block Group 1, Census Tract 9506.01, Yabucoa Municipio, Puerto Rico",563,72,151,950601,1
"Block Group 2, Census Tract 9506.01, Yabucoa Municipio, Puerto Rico",1157,72,151,950601,2
"Block Group 1, Census Tract 9506.02, Yabucoa Municipio, Puerto Rico",632,72,151,950602,1
"Block Group 2, Census Tract 9506.02, Yabucoa Municipio, Puerto Rico",2426,72,151,950602,2
"Block Group 3, Census Tract 9506.02, Yabucoa Municipio, Puerto Rico",893,72,151,950602,3
"Block Group 2, Census Tract 9507, Yabucoa Municipio, Puerto Rico",1356,72,151,950700,2
"Block Group 3, Census Tract 9507, Yabucoa Municipio, Puerto Rico",1871,72,151,950700,3
"Block Group 2, Census Tract 9508, Yabucoa Municipio, Puerto Rico",1107,72,151,950800,2
"Block Group 3, Census Tract 9508, Yabucoa Municipio, Puerto Rico",1685,72,151,950800,3
"Block Group 2, Census Tract 9509, Yabucoa Municipio, Puerto Rico",2542,72,151,950900,2
"Block Group 3, Census Tract 9509, Yabucoa Municipio, Puerto Rico",1202,72,151,950900,3
"Block Group 2, Census Tract 9510, Yabucoa Municipio, Puerto Rico",1431,72,151,951000,2
"Block Group 1, Census Tract 9511, Yabucoa Municipio, Puerto Rico",1155,72,151,951100,1
"Block Group 1, Census Tract 9512, Yabucoa Municipio, Puerto Rico",1493,72,151,951200,1
"Block Group 2, Census Tract 9512, Yabucoa Municipio, Puerto Rico",959,72,151,951200,2
"Block Group 1, Census Tract 9513, Yabucoa Municipio, Puerto Rico",1345,72,151,951300,1
"Block Group 2, Census Tract 9513, Yabucoa Municipio, Puerto Rico",1479,72,151,951300,2
"Block Group 0, Census Tract 9900, Yabucoa Municipio, Puerto Rico",0,72,151,990000,0
"Block Group 1, Census Tract 7501.01, Yauco Municipio, Puerto Rico",1282,72,153,750101,1
"Block Group 1, Census Tract 7501.02, Yauco Municipio, Puerto Rico",1380,72,153,750102,1
"Block Group 2, Census Tract 7501.02, Yauco Municipio, Puerto Rico",1742,72,153,750102,2
"Block Group 2, Census Tract 7502.01, Yauco Municipio, Puerto Rico",1273,72,153,750201,2
"Block Group 1, Census Tract 7502.02, Yauco Municipio, Puerto Rico",928,72,153,750202,1
"Block Group 3, Census Tract 7502.02, Yauco Municipio, Puerto Rico",946,72,153,750202,3
"Block Group 1, Census Tract 7503, Yauco Municipio, Puerto Rico",1724,72,153,750300,1
"Block Group 2, Census Tract 7504, Yauco Municipio, Puerto Rico",754,72,153,750400,2
"Block Group 4, Census Tract 7504, Yauco Municipio, Puerto Rico",1120,72,153,750400,4
"Block Group 1, Census Tract 7505.01, Yauco Municipio, Puerto Rico",1201,72,153,750501,1
"Block Group 3, Census Tract 7505.01, Yauco Municipio, Puerto Rico",1340,72,153,750501,3
"Block Group 1, Census Tract 7505.02, Yauco Municipio, Puerto Rico",2724,72,153,750502,1
"Block Group 1, Census Tract 7506.01, Yauco Municipio, Puerto Rico",1825,72,153,750601,1
"Block Group 2, Census Tract 7506.01, Yauco Municipio, Puerto Rico",1504,72,153,750601,2
"Block Group 1, Census Tract 9563, Adjuntas Municipio, Puerto Rico",2169,72,001,956300,1
"Block Group 2, Census Tract 9563, Adjuntas Municipio, Puerto Rico",1668,72,001,956300,2
"Block Group 2, Census Tract 9564, Adjuntas Municipio, Puerto Rico",850,72,001,956400,2
"Block Group 1, Census Tract 9565, Adjuntas Municipio, Puerto Rico",1568,72,001,956500,1
"Block Group 1, Census Tract 9566, Adjuntas Municipio, Puerto Rico",1441,72,001,956600,1
"Block Group 2, Census Tract 9567, Adjuntas Municipio, Puerto Rico",1044,72,001,956700,2
"Block Group 1, Census Tract 9568, Adjuntas Municipio, Puerto Rico",1877,72,001,956800,1
"Block Group 1, Census Tract 4301, Aguada Municipio, Puerto Rico",1104,72,003,430100,1
"Block Group 2, Census Tract 4301, Aguada Municipio, Puerto Rico",1967,72,003,430100,2
"Block Group 1, Census Tract 4302, Aguada Municipio, Puerto Rico",1874,72,003,430200,1
"Block Group 2, Census Tract 4302, Aguada Municipio, Puerto Rico",638,72,003,430200,2
"Block Group 1, Census Tract 4303, Aguada Municipio, Puerto Rico",720,72,003,430300,1
"Block Group 2, Census Tract 4303, Aguada Municipio, Puerto Rico",677,72,003,430300,2
"Block Group 1, Census Tract 4304.01, Aguada Municipio, Puerto Rico",1228,72,003,430401,1
"Block Group 2, Census Tract 4304.01, Aguada Municipio, Puerto Rico",1780,72,003,430401,2
"Block Group 1, Census Tract 4304.02, Aguada Municipio, Puerto Rico",1425,72,003,430402,1
"Block Group 2, Census Tract 4304.02, Aguada Municipio, Puerto Rico",1844,72,003,430402,2
"Block Group 1, Census Tract 4305.01, Aguada Municipio, Puerto Rico",1076,72,003,430501,1
"Block Group 2, Census Tract 4305.01, Aguada Municipio, Puerto Rico",1418,72,003,430501,2
"Block Group 4, Census Tract 4305.01, Aguada Municipio, Puerto Rico",1668,72,003,430501,4
"Block Group 1, Census Tract 4305.02, Aguada Municipio, Puerto Rico",2225,72,003,430502,1
"Block Group 1, Census Tract 4306.01, Aguada Municipio, Puerto Rico",1892,72,003,430601,1
"Block Group 2, Census Tract 4306.01, Aguada Municipio, Puerto Rico",1215,72,003,430601,2
"Block Group 1, Census Tract 9545, Coamo Municipio, Puerto Rico",2595,72,043,954500,1
"Block Group 3, Census Tract 9545, Coamo Municipio, Puerto Rico",1775,72,043,954500,3
"Block Group 4, Census Tract 9545, Coamo Municipio, Puerto Rico",2443,72,043,954500,4
"Block Group 2, Census Tract 9546, Coamo Municipio, Puerto Rico",2358,72,043,954600,2
"Block Group 1, Census Tract 9547, Coamo Municipio, Puerto Rico",3084,72,043,954700,1
"Block Group 3, Census Tract 9547, Coamo Municipio, Puerto Rico",2181,72,043,954700,3
"Block Group 1, Census Tract 9517, Comerío Municipio, Puerto Rico",1925,72,045,951700,1
"Block Group 3, Census Tract 9517, Comerío Municipio, Puerto Rico",680,72,045,951700,3
"Block Group 1, Census Tract 9518, Comerío Municipio, Puerto Rico",2055,72,045,951800,1
"Block Group 3, Census Tract 9518, Comerío Municipio, Puerto Rico",954,72,045,951800,3
"Block Group 1, Census Tract 9519, Comerío Municipio, Puerto Rico",825,72,045,951900,1
"Block Group 1, Census Tract 9520, Comerío Municipio, Puerto Rico",1298,72,045,952000,1
"Block Group 2, Census Tract 9520, Comerío Municipio, Puerto Rico",1400,72,045,952000,2
"Block Group 2, Census Tract 9521, Comerío Municipio, Puerto Rico",1010,72,045,952100,2
"Block Group 3, Census Tract 9521, Comerío Municipio, Puerto Rico",1780,72,045,952100,3
"Block Group 2, Census Tract 5301, Corozal Municipio, Puerto Rico",1098,72,047,530100,2
"Block Group 1, Census Tract 5302, Corozal Municipio, Puerto Rico",2815,72,047,530200,1
"Block Group 3, Census Tract 5302, Corozal Municipio, Puerto Rico",1013,72,047,530200,3
"Block Group 1, Census Tract 5303, Corozal Municipio, Puerto Rico",894,72,047,530300,1
"Block Group 3, Census Tract 5303, Corozal Municipio, Puerto Rico",1122,72,047,530300,3
"Block Group 1, Census Tract 5304, Corozal Municipio, Puerto Rico",2955,72,047,530400,1
"Block Group 3, Census Tract 5304, Corozal Municipio, Puerto Rico",1611,72,047,530400,3
"Block Group 4, Census Tract 5304, Corozal Municipio, Puerto Rico",1485,72,047,530400,4
"Block Group 2, Census Tract 5305, Corozal Municipio, Puerto Rico",1268,72,047,530500,2
"Block Group 3, Census Tract 5305, Corozal Municipio, Puerto Rico",2051,72,047,530500,3
"Block Group 1, Census Tract 5306, Corozal Municipio, Puerto Rico",1197,72,047,530600,1
"Block Group 2, Census Tract 5306, Corozal Municipio, Puerto Rico",1808,72,047,530600,2
"Block Group 4, Census Tract 5306, Corozal Municipio, Puerto Rico",1442,72,047,530600,4
"Block Group 1, Census Tract 9505, Culebra Municipio, Puerto Rico",832,72,049,950500,1
"Block Group 2, Census Tract 9505, Culebra Municipio, Puerto Rico",539,72,049,950500,2
"Block Group 0, Census Tract 9905.01, Culebra Municipio, Puerto Rico",0,72,049,990501,0
"Block Group 1, Census Tract 5401, Dorado Municipio, Puerto Rico",1195,72,051,540100,1
"Block Group 2, Census Tract 5401, Dorado Municipio, Puerto Rico",1737,72,051,540100,2
"Block Group 1, Census Tract 5402, Dorado Municipio, Puerto Rico",1433,72,051,540200,1
"Block Group 2, Census Tract 5402, Dorado Municipio, Puerto Rico",801,72,051,540200,2
"Block Group 3, Census Tract 5402, Dorado Municipio, Puerto Rico",1257,72,051,540200,3
"Block Group 4, Census Tract 5402, Dorado Municipio, Puerto Rico",924,72,051,540200,4
"Block Group 1, Census Tract 5403, Dorado Municipio, Puerto Rico",1504,72,051,540300,1
"Block Group 2, Census Tract 5403, Dorado Municipio, Puerto Rico",925,72,051,540300,2
"Block Group 1, Census Tract 5404.01, Dorado Municipio, Puerto Rico",2400,72,051,540401,1
"Block Group 1, Census Tract 730.04, Ponce Municipio, Puerto Rico",953,72,113,073004,1
"Block Group 3, Census Tract 730.04, Ponce Municipio, Puerto Rico",940,72,113,073004,3
